"ID","Inquiry","CASENUMBER","COMMENTSCREATEON","ANALYSTNAMEFORCOMMENT","ACTIVITYTYPE","NOTETEXT"
7167,"PE14-030","MRS-17968126901197 30315004","2011-07-01 00:58:46",,"FWA001","SPOKE WITH MS. BLOUNT YESTERDAY. ALL IS OK WITH VEHICLE EXCEPT FOR A NOISE THAT VEHICLE IS MAKING. I OFFERED TO REFUND 137.00 (AMOUNT OF FIRST REPAIR) TOWARD REPAIR OF NOISE. SHE WILL BRING IN NEXT WEEK FOR DIAGNOSIS."
7168,"PE14-030","MRS-17968126901197 30315004","2011-07-01 20:37:27",,"DAC057","NO OTHER POWER STEERING ISSUES...CASE CAN BE CLOSED"
7169,"PE14-030","MRS-17968126901197 30315004","2011-07-06 01:01:26",,"FWA001","CSM SARA EX:77791--PER DLR NOTE ABOVE CSM CLOSING CASE"
7170,"PE14-030","MRS-17968126901197 30315004","2011-07-06 20:21:21",,"FWA001","CUSTOMER SAID: **BACK IN APRIL, THE POWER STEERING AND ADVANCE TRACK **NOW IT WENT OUT AGAIN.**CUST BROUGHT THE VEH IN TO THE DLRSHP ON MONDAY**DLRSHP THINKS IT MAY BE RELATED TO AN ACCIDENT CUST HAD FROM THE VEH BACK IN NOVEMBER 2010**NOW THE DLRSHP CANNOT FIND OUT WHAT IS WRONG WITH THE VEH **WHY WOULD AN ACCIDENT WHERE CUST HIT THE CURB BACK IN NOVEMBER HAVE ANYTHING TO DO WITH THE CURRENT CONCERN?DEALER SAID: JOE RIZZA FORD IN ORLAND PARK8100 WEST 159TH STREETORLAND PARK IL 60462(866) 933-7839CRC ADVISED: I WILL ESCALATE THIS TO OUR CUSTOMER CARE SOLUTIONS TEAM. A SPECIALIST WILL CONTACT YOU WITHIN 2 BUSINESS DAYS.***NOTE TO CCR: IF THE VEHICLE IS CURRENTLY NOT AT THE DEALERSHIP, PLEASE ADVISE THE CUSTOMER TO SCHEDULE A SERVICE APPOINTMENT FOR THEIR VEHICLE-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-SEE NOTES ON OBC TO DLRSHP"
7171,"PE14-030","MRS-17968126901197 30315004","2011-07-08 00:58:17",,"CCS005","CSM SANDI X7725-- LTV SCORE=25-- REP REVIEWED AWS; NO CLAIMS LISTED FOR THIS VEH.-- REP REVIEWED NHL.-- VEH DOES NOT HAVE AN ESP; NO OPEN RECALLS-- REP MADE OBC TO DLRSHP, SPOKE WITH S/M JIM = DISCUSSED CONCERNS WITH REPAIR = LOSS OF POWER STEERING 4 MONTHS AFTER MVA = DLR CONTACTED CUST INSURANCE = UNABLE TO DETERMINE ACCIDENT RELATED = UNABLE TO INSPECT = CLOSED UNIT = CONFIRMED WILL RESEARCH WITH SME AND ADVISE = OBC TO CUST = VERIFIED CONTACT INFORMATION AND VERIFIED ADDITIONAL DETAILS NOT KNOWN BY DLR = VEH IN ACCIDENT INVOLVING IMPACT WITH A CURB 12/3/2010 = IT WAS 3500 MILES LATER WHEN VEH POWER STEERING FAILED. = DLR RESET SYSTEM AND STEERING WAS FINE UNTIL NOW = CUST VEH DOWN AT DLR = SAFETY ISSUE = CSM VERIFIED WITH CUST CASE AND CONTACT INFORMATION = WORKING WITH DLR FOR NEXT STEPS AND WILL ADVISE.= CSM SENT EMAIL TO TECH SME FOR REVIEW ="
7172,"PE14-030","MRS-17973210911172 30310004","2011-12-27 20:21:57",,"T1100","CSM SANDI X7725 = SME CONFIRMED HOTLINE WIL NOT MAKE A WARRANTY DETERMINATION AS IT IS DLR RESPONSIBILITY = SME AGREED IF CONCERN RELATED TO ACCIDENT IT WOULD BE REASONABLE TO BE APPARENT SOONER THAN 3500 MILES /4 MONTHS LATER= UNLESS THERE IS EVIDENCE OF PHYSICAL DAMAGE TO THE PSCM UNIT CAUSAL FAILURE THROUGH ACCIDENT NOT LIKELY = ADVISED S/M JIM = SME RECOMMENDATION TO PROCEED AS A NORMAL WARRANTY REPAIR"
7173,"PE14-030","MRS-17973210911172 30310004","2011-12-29 00:04:15",,"FWA001","CSM LINDA X 7704 - TAKING OVER REGION FROM SANDI HARBOUR - OBC TO DLR SPOKE WITH DAVID - CSM ADV DLR OF WHO I AM AND THAT I WOULD BE TAKING OVER THE REGION FROM SANDI - CSM ADV DLR THAT I WAS CALLING TO GET AN UPDATE ON TYBOR - DLR ADV CSM THAT THE VEH IS BEING REPAIRED AS WE SPEAK UNDER WARRANTY - OBC TO CUST AT (REDACTED) SPOKE WITH MR. TYBOR - CSM ADV CUST OF WHO I AM AN MY ROLE - CSM ADV CUST THAT THE CALL IS BEING RECORDED - CSM EXPLAINED THE REASON FOR MY CALL AND WAS ADV BY THE DLR THAT THE VEH IS CURRENTLY BEING REPAIRED - CUST ADV CSM THAT HE WAS INFORMED BY THE DLR THE VEH WOULD BE DONE AND READY FOR PICK UP TODAY - CUST ADV CSM THAT IS VERY UNHAPPY WITH FORD AND THE WAY HE WAS TREATED - CUST ADV CSM THAT HE WAS WAITING ON A PATIENT AND IF I COULD CALL HIM BACK TOM TO SPEAK WITH HIM FURTHER - CSM CONFIRMED THAT SHE WOULD F/U WITH HIM ON 7-6-2011 BY 5:00PM (EST)"
7174,"PE14-030","MRS-17973210911172 30310004","2011-12-30 03:45:59",,"FWA001","CSM LINDA X 7704 - IBC FROM CUST - CSM ADV CUST THAT I WAS PULLING UP THE CASE - CSM VERIFIED WITH CUST THAT VEH WAS PICKED UP YESTERDAY AND RUNNING FINE FOR HIM - CUST ADV CSM THAT VEH IS RUNNING FINE - CUST ADV CSM THAT HE WAS NOT HAPPY WITH THE SERVICE - CSM ADV CUST THAT FORD WOULD LIKE TO OFFER HIM A ONETIME VEH PAYMENT REIMBURSEMENT AS A GOOD WILL GESTURE - CUST ADV THAT HE WOULD APPRECIATE IT -- CSM ASKED CUST IF HE COULD FAX OR EMAIL ME A COPY OF A STATEMENT - CUST ADV CSM THAT IT IS FINANCED THROUGH FORD - CSM ADV THAT I WOULD BE HAPPY TO VERIFY IT FROM THE DLR - CSM ADV CUST THAT I WOULD PROCESS THE PAYMENT REIMBURSEMENT AND HE SHOULD RECEIVE IT IN TWO TO THREE WEEKS - CUST ADV CSM THAT HE WOULD LIKE A HAND WRITTEN NOTE FROM THE DLR APOLOGIZING FOR TREATING HIM LIKE AN IDIOT - CSM ADV THAT I WOULD INFORM THE DLR OF HIS REQUEST BUT AS EACH DLR IS INDEPENDENTLY OWNED AND OPERATED I COULD NOT GUARANTEE THAT - CUST ALSO STATED WOULD LIKE A LETTER FROM US - CSM ADV THAT I WOULD PROCESS HIS REQUEST - CUST THANKED CSM - OBC TO DLR SPOKE WITH DAVID - CSM ADV DLR THAT I WAS LOOKING TO VERIFY CUST VEH PAYMENT FOR VEH REIMBURSEMENT - DLR ADV CSM THAT HE WOULD GET THAT INFO AND GET BACK TO ME - SET F/U FOR 7-7-11 BY 5:00PM (EST)"
7175,"PE14-030","MRS-17973210911172 30310004","2012-01-03 19:56:20",,"DAC057","CSM LINDA X 7704 - OBC TO DLR SPOKE WITH DAVID - DLR PROVIDED CSM WITH PAYMENT AMOUNT ON VEH OF $366.81 - DLR PROVIDED CSM WITH RO 15878 LINE A , P11 AUTH CODE M047H PROVIDED TO DLR - CSM SENT EMAIL TO CUST CONFIRMING PAYMENT REIMBURSMENT - NO FURTHER ACTION REQUIRED CASE CLOSED"
7176,"PE14-030","MRS-17973210911172 30310004","2012-01-03 20:16:51",,"DAC057","-VEH IS BACK IN DLR AND CUST SEEKING VEH REPLACEMENT-VEH WAS WAS PICKED UP FROM DLR 11-3-1 AFTER TRANSMISSION REPLACEMENT-STEERING LOOKED UP WHILE DRIVING AND THE BLINDSPOT SENSOR STOPPED WORKING- CUST FEELS THESE ISSUE JUST ADD THE ALREADY SEVERAL REPAIRS VEH HAS NEEDED-CUST ALSO FEELS CONCERNS WITH VEH FALL UNDER SAFETY OF VEH-CUST REQUESTS VEH REPLACEMENT-CAN CALL BEFORE 2PM AT (REDACTED)****I HAVE DOCUMENTED YOUR CONCERNS AND AM SENDING YOUR INFORMATION TO OUR CUSTOMER CARE SOLUTIONS TEAM. YOU WILL BE CONTACTED BY A SPECIALIST TO DISCUSS YOUR ISSUE WITHIN 2 BUSINESS DAYS. THIS DOES NOT GUARANTEE THAT FORD WILL BUYBACK YOUR VEHICLE. FORD'S COMMITMENT IS TO HONOR THE NEW VEHICLE LIMITED WARRANTY."
7177,"PE14-030","MRS-17973210911172 30310004","2012-01-03 22:05:38",,"DA012","==CSM KATHY EXT 77741==INITIAL CONTACT CHECKED AVAILABLE RESOURCES. AWS-YES; GCQIS REPORT-YES; ONE VEH ORIGINAL OWNER; ESP-NONE; LTV SCORE: 72==OBC TO DLR SPOKE TO ERIC, S/M. WE ARE WORKING ON VEH. HAVE NOT VERIFIED ALL OF THE CONCERNS YET."
7178,"PE14-030","MRS-17973210911172 30310004","2012-01-04 03:34:23",,"FWA001","==OBC TO CUST AT (REDACTED). CUST NOT ACCEPTING CALLS AT THIS TIME PLEASE TRY LATER==F/U TUESDAY 1/3/12 BY 5PM EST"
7179,"PE14-030","MRS-17973210911172 30310004","2012-01-04 21:06:22",,"T1100","==OBC TO DLR, SPOKE TO ERIC, S/M. CUST PICKED VEH UP. I WILL UPDATE CASE WITH REPAIRS PERFORMED."
7180,"PE14-030","MRS-17973210911172 30310004","2012-01-05 03:50:56",,"FWA001","==OBC TO DLR SPOKE TO ERIC, S/M. WE HAVE NOT HEARD FROM CUST AS OF THIS MORNING==ADVISED AS SOON AS I AM ABLE TO SPEAK WITH HIM, I WILL LET YOU KNOW"
7181,"PE14-030","MRS-17973210911172 30310004","2012-01-06 03:57:13",,"FWA001","REPLACED POWER STEERING RACK FOR CUSTOMER CONCERN WITH STEERING LOCKING UP, REPROGRAMMED SOD MODULE FOR BLIND SPOT CONCERN."
7182,"PE14-030","MRS-17973210911172 30310004","2012-01-07 03:44:56",,"FWA001","==REPLACED POWER STEERING RACK FOR CUSTOMER CONCERN WITH STEERING LOCKING UP, REPROGRAMMED SOD MODULE FOR BLIND SPOT CONCERN. ==F/U WEDNESDAY, 1/4/12 BY 5PM TO VERIFY REPAIRS"
7183,"PE14-030","MRS-17973210911172 30310004","2012-01-09 22:18:48",,"FWA001","**CUST SAYS:--SEE HISTORICS--CUST SAYS HE NEVER GOT A CALL**DLR SAYS:-- **CRC ADVISED:--PLEASE ALLOW THE REQUESTED TIME FOR THE FOLLOW UP TO OCCUR SO THAT YOUR ISSUE MAY BE PROPERLY ADDRESSED.--ADVISED CUST OF THE ABOVE--ADVISED CUST HE DID GET A CALL AND CSM KATHY HAS A F/U SET FOR 1-4-12 BEFORE 5 PM"
7184,"PE14-030","MRS-17973210911172 30310004","2012-01-13 03:18:43",,"FWA001","==SENT EMAIL TO CUST ADVISING I WILL CONTACT HIM THURSDAY, 1/5/12 BY 5PM EST WITH RESOLUTION"
7185,"PE14-030","MRS-17973210911172 30310004","2012-01-14 03:30:58",,"FWA001","==OBC TO CUST AT (REDACTED). CUST ANSWERED THEN HUNG UP==F/U FRIDAY 1/6/12 BY 5PM EST"
7186,"PE14-030","MRS-17973210911172 30310004","2012-01-17 03:27:29",,"CCS005","==SENT CUST EMAIL ASKING HIM TO CONTACT ME BETWEEN 10AM AND 11AM EST ON MONDAY, 1/9/12"
7187,"PE14-030","MRS-17973210911172 30310004","2012-01-18 23:31:52",,"DAC057","==RECEIVED LIVE IBC FROM CUST. DO HAVE VEH BACK. RIGHT NOW IT IS DOING OKAY.==DON'T KNOW IF IT IS FIXED OR NOT.==ONE TIME IT WENT THREE MONTHS BEFORE IT ACTED UP==CUST REQUESTED DRP PACKET==ADVISED IT WILL TAKE ABOUT 10 BUSINESS DAYS==VERIFIED CUST'S ADDRESS IN SYSTEM IS CORRECT==CUST SAID VEH HAS ABOUT 11000 MILES==CUST ASKED TO BE CALLED THIS THURSDAY ==F/U 1/12/12 BY 5 PM EST"
7190,"PE14-030","MRS-179772185111A4 30310004","2012-08-16 18:51:44",,"T1100","==RECEIVED MESSAGE FROM CUST TO CALL EITHER BETWEEN 10AM-11AM ON HOME NUMBER (REDACTED)  OR AFTER 3PM ON WORK NUMBER: (REDACTED)==F/U FRIDAY, 1/13/12 BY 5PM EST"
7191,"PE14-030","MRS-179772185111A4 30310004","2012-08-18 00:35:45",,"FWA001","==OBC TO CUST AT (REDACTED)= NO ANSWER, PHONE RINGS ==F/U MONDAY, 1/16/12 BY 5PM EST"
7192,"PE14-030","MRS-179772185111A4 30310004","2012-08-24 00:51:11",,"FWA001","==SENT EMAIL TO CUST ADVISING DRP PACKET HAS BEEN SENT OUT==PROVIDED NEXT STEPS==NO FURTHER ACTION REQUIRED AT THIS TIME==CASE CLOSED"
7193,"PE14-030","MRS-179772185111A4 30310004","2012-08-24 00:51:19",,"FWA001","==RECEIVED LIVE IBC FROM CUST.==WANTED TO KNOW IF I HAD HEARD ANYTHING FROM THE DLRSHP OR DOES HE HAVE TO FILL OUT THE PACKET FIRST (DRP)==ADVISED AS CUST HAS HIS VEH, HE WILL NEED TO FILL OUT THE P/W AND THEN THAT DEPARTMENT WILL BE IN CONTACT WITH THE DLRSHP.==CUST SAID HE HAS NOT RECEIVED THE PACKET YET, WILL WAIT FOR IT==CUST THANKED FOR THE INFORMATION.==ASKED IF I WOULD CALL HIM AT WORK ON MONDAY==WORK NUMBER: (REDACTED)-0000 - AFTER 3PM==ADVISED I WILL DO THIS"
7194,"PE14-030","MRS-179772185111A4 30310004","2012-08-27 20:44:39",,"CCS005","- MOTHER (REDACTED) CALLING IN TODAY - CALL ME MY DAUGHTER AT WORK AND CANT ANSWER PHONE - I AM HANDLING THIS FOR HER - CALL PHONE # (REDACTED) OR TRY (REDACTED) PROBLEM WITH STEERING AND TOWED TO NEAREST DLRSHP - FOUR WEEKS MONDAY AND STILL HAVE THE VEH - RACK AND PINION STEERING WENT ON IT - PART IS ON BACK ORDER - GAVE MY DAUGHTER RENTAL VEH - COSTING ALOT FOR GAS SINCE SHE HAS TO TRAVEL TO MASS. WITH THE VEH - WHY TAKING SO LONG FOR THIS PART - THE S/A IS FINE AND NO COMPLAINTS ABOUT HIM - WISH THAT THE VEH WENT TO SELLING DEALER FLOOD FORD BUT ROADSIDE TOOK VEH HERE - I AM FED UP WHAT TO DO - CUST CALLING FORD TODAY FOUR WEEKS AND PART IS ON BACK ORDER AND BRAND NEW VEH AND CALLED DETROIT AND DONT UNDERSTAND - THE RENTAL MY DAUGHTER IS VERY BIG AND USING GAS AND THIS IS LEASED VEH AND BRAND NEW VEH AND NO PART - CALLING FORD NEED VEH FIXED AND WANTED THE VEH AT SELLING DEALER TO FIX IT - DEALER TASCA FORD 1300 PONTIAC AVE.CRANSTON, RI 02910 TEL:(401) 681-1300 - SPOKE TO S/A STEVE - PART ON BACK ORDER - CRC OBC PARTS DEPT- CRC OBC S/A STEVE - TRANSFER PARTS TONY - PART # AE5Z3504CE - - EMERGENCY ORDER ON AUGUST 2, 2012 - CRC ADVISED CUST - CALL MOTHER LOLA ""I WILL ESCALATE THIS TO OUR CUSTOMER CARE SOLUTIONS TEAM SO THEY CAN INVESTIGATE YOUR CONCERN. A SPECIALIST WILL CONTACT YOU WITHIN 2 BUSINESS DAYS.***NOTE TO CCR: IF THE VEHICLE IS CURRENTLY NOT AT THE DEALERSHIP, PLEASE ADVISE THE CUSTOMER TO SCHEDULE A SERVICE APPOINTMENT FOR THEIR VEHICLE"""
7199,"PE14-030","MRS-18028723101157 30315002","2012-04-10 19:51:26",,"CLP000","LTV 99== WSD: 2011-06-24==ODOMETER 700 MILES==3 ORIGINAL VEHICLES==2011 FUSION WITHIN BTB==NO ESP==NO RECALLS==NOTES INDICATE VEH DOWN OVER 4 WEEKS DUE TO B/O STEERING ASY==CSM SENT E-MAIL TO ZM & BRUCE AT DLRSHP THAT ONCE AGAIN CUSTOMER OUT OF VEH LENGTHY TIME AND ESCALATION WAS NOT REQUESTED==CUSTOMER IN RENTAL WITHOUT ANY DISCUSSIONS OR INVOLVEMENT FROM CSM==REQUESTED PART NUMBER AND COR# SO CSM CAN PLACE ON ESCALATION IMMEDIATELY==CSM OBC TO C/W AT (REDACTED)==SPOKE WITH C/W'S HUSBAND==CUSTOMER STATES DAUGHTER CANNOT MAKE CALLS FROM WORK SO THEY ARE HELPING HER WITH THIS VEHICLE==CSM EXPLAINED THIS PART IS ON NATIONAL B/O AND ENTIRE TEAM TRACKING AND WORKING WITH SUPPLIERS==CSM LET CUSTOMER KNOW I ESCALATED THIS PART AND WILL PROVIDE WEEKLY UPDATES==CSM ALSO OFFERED TOOLS AT END OF REPAIR TO RESTORE FAITH==CSM WILL OFFER PREMIUM CARE ESP==CUSTOMER HAPPY FOR CALL==PROVIDED CASE NUMBER AND CONTACT INFORMATION==SENT CUSTOMER TO SURVEY"
7200,"PE14-030","MRS-18028723101157 30315002","2012-04-10 19:56:44",,"CLP805","PER KIM AT DLRSHP, PART ARRIVED==CUSTOMER IN RENTAL FOR 24 DAYS==CSM CONTACT KIM AT DLRSHP TO SEE IF VEH WAS RETURNED TO CUSTOMER==WILL CONTACT CUSTOMER TOMORROW AND OFFER ESP FOR TIME VEH WAS DOWN"
7204,"PE14-030","MRS-18083231402042 30315001","2012-02-23 00:16:29",,"698","PER KIM AT DLRSHP, PART ARRIVED==CUSTOMER IN RENTAL FOR 24 DAYS==CSM CONTACT KIM AT DLRSHP TO SEE IF VEH WAS RETURNED TO CUSTOMER==WILL CONTACT CUSTOMER TOMORROW AND OFFER ESP FOR TIME VEH WAS DOWN"
7218,"PE14-030","MRS-18140518321164 30315501","2012-07-24 23:20:30",,"CLP505","VEH REPAIRED AND RETURNED TO CUSTOMER==CUSTOMER CANNOT TAKE CALLS DURING DAY AT WORK"
7219,"PE14-030","MRS-18140518321416 30315001","2012-07-24 23:09:14",,"T1120","P18 - REQUEST ELECTRIC POWER STEERING DOES NOT WORK"
7220,"PE14-030","MRS-18140926511194 30315004","2011-10-04 23:52:11",,"CLP578","P18 - APPROVED REPLACE POWER STEERING GEAR"
7221,"PE14-030","MRS-18140926511194 30315004","2011-10-05 19:11:05",,"FWA001","CUSTOMER SAID: **CALLER/WRITER: TEDDI NEWMAN / DAUGHTER-IN-LAW**CALLER/WRITER PHONE NUMBER: (REDACTED)-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=- ** LAST NIGHT, CUST NOTICED THAT AN ERROR MESSAGE IS COMING THROUGH ON THE SCREEN - ** IT SAYS ""POWER STEERING ASSISTAN FAULT"" AND ""SERVICE ADVANCE TRACK""** CUST FOUND A TSB 11-04-07** CALLER/WRITER FOUND THAT IT IS VERY HARD TO STEER THE VEHDEALER SAID: CROSSROADS FORD, INC. FORD CODE: 21D026 DEALER PROFILE 2333 WALNUT STREETCARY, NC 27511 TEL:(866) 203-2675CRC ADVISED: I HAVE REVIEWED IF ANY AVAILABLE COVERAGES MAY ASSIST IN YOUR REPAIR REQUEST. THERE IS NOT ACTIVE ESP TO COVER THE PART OR THE REPAIR AND THE VEHICLE IS OUTSIDE OF ANY APPLICABLE WARRANTY. WE RECOMMEND THAT YOUR VEHICLE BE INSPECTED BY A FORD/LINCOLN/MERCURY DEALERSHIP TO DETERMINE THE CAUSE OF ANY SYMPTOMS YOUR VEHICLE MAY BE EXPERIENCING.-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=- **ADVISED CUST OF ABOVE."
7222,"PE14-030","MRS-18140926511194 30315004","2011-10-06 23:47:28",,"FWA001","CUSTOMER SAID: 3FAHP0HA4CRXXXXXX 2012 12700 MILES..- CUSTOMER TRAVELING OUT OF TOWN..-VEH AT CRUISE...-POWER STEERING INDICATOR LIGHT CAME ON AND LOSS OF STEERING OCCURED..-VEH TOWED TO THE DLR- DLR STATES...THAT NEW STEERING GEAR HAD TO BE REALIGNED...AND COMPUTOR UPDATES..- CUSTOMER WANTS REIMBURSEMENT FOR HOTEL AND FOOD WHILE SHE HAD TO HAVE HER CAR REPAIRED..DEALER SAID: 1.CLINTON FAMILY FORD OF ROCK HILL, INC. 1884 CANTERBURY GLEN LANEROCK HILL, SC 29730 TEL:(803) 366-3181CRC ADVISED: PLEASE CONTACT ROADSIDE AT 800-241-3673 AND/OR MAIL RECEIPTS TO:FORD ROADSIDE ASSISTANCEATTN: CLAIMS P.O. BOX 9145 MEDFORD, MA 02155PLEASE ALLOW UP TO 4 WEEKS FOR REIMBURSEMENT. WE ALSO SUGGEST THAT YOU KEEP COPIES FOR YOUR RECORDS.-ADVISED CUSTOMER OF THE INFORMATION ALREADY GIVEN TO HER...........THAT SHE DID NOT SEEM TO UNDERSTAND.."
7223,"PE14-030","MRS-18140926511194 30315004","2011-10-11 00:06:14",,"CCS005","---CUST CALLING AS SHE FAXED IN RECEIPTS TO ROADSIDE FOR HOTEL REIMBURSEMENT FOUR DAYS --CRC TRANSFERRED TO ROADSIDE FOR ASSISTANCE --VEC LOST POWER STEERING GEAR ASY-STEERING--"
7224,"PE14-030","MRS-18142730511194 30315504","2012-08-27 15:59:11",,"T1100","CUSTOMER SAID: - CUSTOMER HAS HAD VEHICLE FOR TWO MONTHS- CUSTOMER HAS ALREADY HAD TO TAKE VEHICLE TO DLR TWICE- ADVANCETRAC LIGHT CAME ON- DLR REPAIRED- POWER STEERING THEN WENT OUT- HAD VEHICLE TOWED TO DLRSHIP- CUSTOMER HAD TO PAY FOR A TAXI TO GET AROUND- DLRSHIP FINALLY PROVIDED A LOANER VEHICLE- DLR ORIGINALLY TOLD CUSTOMER THAT ALL FEES WOULD BE WAIVED- DLRSHIP THEN CHARGED THE CUSTOMER 20 DOLLARS FOR GAS FOR THE VEHICLE-CUSTOMER IS SEEKING REIMBURSEMENT FOR HIS TAXI FEES AND FOR THE COST ASSOCIATED WITH THE LOANER VEHICLE-CUSTOMER WOULD ALSO LIKE TO BE COMPENSATED FOR HIS INCONVENIENCE-20 DOLLARS FOR GAS 20 DOLLARS FOR THE TAXIDEALER SAID: JERSEY CITY FORD LINCOLN MERCURY740 RT. 440SJERSEY CITY, NJ 07304TEL:(800) 781-8924CRC ADVISED: I WILL ESCALATE THIS TO OUR CUSTOMER CARE SOLUTIONS TEAM. A SPECIALIST WILL CONTACT YOU WITHIN 2 BUSINESS DAYS."
7225,"PE14-030","MRS-18142730511194 30315504","2012-08-28 21:26:20",,"FWA001","CCS MARIO X7723____RVIEW CASE____NO ESP___NO ESP RECALLS___AWS-1 RELATED ISSUE WITH ADVANCE TRACK LIGHT____NO HOTLINE ISSUES___LTV 76___OBC TO DLR___S/A CARLOS ADVISED CSM THERE WAS AN ELECTRICAL CONCERN WITH THE POWER STEERING____VEH HAS BEEN REPAIRED___S/A SHOWS VEH BEING AT THIS DLR 1 TIME PRIOR____OBC TO CUST (REDACTED), (REDACTED), (REDACTED), NO ANSWER LEFT V/M WITH CSM CONTACT INFO____F/U ON 10-06-2011"
7226,"PE14-030","MRS-18142730511194 30315504","2012-08-28 22:26:36",,"DAC057","OBC TO CUST NO ANSWER LEFT V/M WITH CSM CONTACT INFO___CSM F/U ON 10-10-2011"
7227,"PE14-030","MRS-18142730511194 30315504","2012-08-29 15:06:48",,"FWA001","OBC TO CUST WHO INFORMED CSM THAT VEH HAS BEEN REPAIRED AND IS IN HIS POSSESSION____CUST IS DISSATISFIED AT THE WAY THE DLR HANDLED THE REPAIRS___CUST NEVER RECEIVED A CALL FROM THE DLE TO INFORME HIM HIS VEH WAS REPAIRED____VEH STAYED AT DLR FOR 3 DAYS AFTER REPAIRS WHERE COMPLETE___CUST ALSO FRUSTRATED DUE TO DLR SENDING HIM FOR A RENTAL AND NOT EXPLAINING TO CUST THAT HE WAS RESPONSIBLE FOR THE RENTAL FEES____CUST HAD TO TAKE TAXI BACK TO DLR WHERE EVENTUALLY HE WAS GIVEN A LOANER VEH BY THE DLR____CSM ADVISED CUST I WOULD REIMBURSE HIM THE $25.00 FOR THE TAXI; HOWEVER CUST DOES NOT HAVE A RECEIPT TO PROVIDE___NO FURTHER ACTION REQUIRED CASE CLOSED"
7228,"PE14-030","MRS-18142730511194 30315504","2012-08-30 18:04:29",,"FWA001","**CUSTOMER SAYS**-CUSTOMER COMMENTS / SYMPTOMS- HAVE HAD ISSUES WITH THE VEH, HAVE REPLACED THE TRANSMISSION, THE ENGINE WAS LEAKING OIL AND REPLACED A GASKET, THE AIR BAG LIGHT SENSOR LIGHT WAS ON, THE CV AXLE CAME UNCOUPLED FROM THE VEH, STEERING HAS GONE OUT ON THE VEH-WHAT ARE THE VEHICLE SYMPTOMS? - VARIES-HOW LONG HAS THIS BEEN HAPPENING? - SINCE PURCAHSE-HAS THE VEHICLE BEEN DIAGNOSED BY F/L DEALERSHIP? - YES**DLR SAYS**--FAIRWAY FORD INC -4333 WASHINGTON ROAD-EVANS GA 30809-(888) 523-7197**CRC ADVISED**--I WILL ESCALATE THIS TO OUR CUSTOMER CARE SOLUTIONS TEAM SO THEY CAN INVESTIGATE YOUR CONCERN. A SPECIALIST WILL CONTACT YOU BY CLOSE OF BUSINESS TOMORROW."
7229,"PE14-030","MRS-18142730511194 30315504","2012-09-07 17:38:19",,"FWA001","CSM ALLISONV XT 77703 ASSISTING CSM TTATE XT 77780== INITIAL CASE REVIEW == WSD:2011-02-11 ==MILAGE 28000 == NO ESP == NO RECALLS == YES AWS ==YES NHL == ORIGINAL==OBC TO DLR===SM DOUG==VEH WAS AT THE DLR IN JUNE TO HAVE THE AXAL SHAFT REPAIRED AT NO CHARGE TO THE CUST==TRANS WAS NOT REPLACED IT WAS REPAIRED ON PRIOR VISIT==OBC TO CUST ==@(REDACTED) == VEH OKAY NOW CUST CONCERN IS THAT THE VEH WILL BREAK DOWN AGAIN==CUST VEH WAS IN SHOP OVER 43 DAYS=-CSM OFFERED ESP- BUT CUST IS CONCERNED WITH THE VALUE OF THE VEH WITH ALL THE REPAIRS=CUST IS ELIGABLE FOR PREMUIM ESP=F/U WITH CUST 8/29/12 TO LET CUST KNOW THAT ESP IS IN FACT TRANSFERABLE"
7230,"PE14-030","MRS-18142730511194 30315504","2012-09-10 15:13:39",,"CCS005","CSM ALLISONV XT 77703== IBC FROM CUST== CUST JUST WANTED CSM TO KNOW THAT VEH WAS ACTUALLY AT THE DLR OUT OF SERVICE FOR 50 DAYS AT LEAST== CSM EMAILED TO CUST PREMIUM EXTENED WARRANTY INFO TO (REDACTED)"
7231,"PE14-030","MRS-18142730511194 30315504","2012-09-14 14:18:31",,"DAC057","CSM ALLISONV XT 77703 ASSISTING CSM TTATE XT 77780==IB EMAIL FROM CUST== CUST IS REQUESTING A BUY BACK== CSM EMAILED CUST ADVISING A GOOD FAITH REVIEW FOR BUY BACK WOULD BE DONE=CSM CONTACTING SERVICING DLRS FOR WORK ORDERS AND DAYS OUT OF SERVICE==F/U 8-30-2012"
7232,"PE14-030","MRS-18142730511194 30315504","2012-09-18 18:23:25",,"DAC057","CSM ALLISONV XT 77703= OBC TO CUST= @(REDACTED) (REDACTED)== CSM ADVISED CUST THAT IT WOULD TAKE ABOUT 7 TO 10 DAYS TO COMPLETE A GOOD FAITH BUY BACK REVIEW AND THAT A F/U WOULD BE DONE 9/10/128-29-2012"
7233,"PE14-030","MRS-18142730511194 30315504","2012-09-24 14:59:22",,"DAC057","CSM TRACY 77780 = FOR ALLISON = CSM CHANGING F/U TO 09/10 TO ALLOW TIME TO REVIEW BUYBACK PACKAGE ="
